;class;message;stemmed;not_stemmed
737;ham;Thanks for looking out for me. I really appreciate.;thank look realli appreci;thanks for looking out for me i really appreciate
738;spam;Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg;hi custom loyalti offer new nokia number mobil moneysymb number txtauction text word start number get number next tc number p mom;hi customer loyalty offer the new nokia number mobile from only moneysymb number at txtauction text word start to no number get yours now number t next tc number p moms
739;ham;Wish i were with you now!;wish;wish i were with you now
740;ham;Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.;hah mayb u rite know well feel like someon gd faster go find one gal group attach liao;hah maybe u re rite you know me well a feeling of being liked by someone is gd for you faster go find one then all gals in our group attached liao
741;ham;Yes i will be there. Glad you made it.;ye glad made;yes i will be there glad you made it
742;ham;Do well :)all will for little time. Thing of good times ahead:;well littl time thing good time ahead;do well all will for little time thing of good times ahead
743;ham;Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.;got room soon put clock back til number shout everyon get realiz number anoth hour bed;just got up have to be out of the room very soon i had t put the clocks back til at number i shouted at everyone to get up and then realized it was number what another hour in bed
744;ham;Ok. There may be a free gym about.;ok may free gym;ok there may be a free gym about
745;ham;Men like shorter ladies. Gaze up into his eyes.;men like shorter ladi gaze eye;men like shorter ladies gaze up into his eyes
746;ham;Dunno he jus say go lido. Same time 930.;dunno say go lido time number;dunno he just say go lido same time number
747;ham;I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!;promis take good care princess run pleas send pic get chanc tell;i promise to take good care of you princess i have to run now please send pics when you get a chance tell
748;spam;U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795;u subscrib best mobil content servic moneysymb number per number day send stop number helplin number;u are subscribed to the best mobile content service in the up for moneysymb number per number days until you send stop to number helpline number
749;ham;Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam;reason spoken year anyway great week best exam;is there a reason we we not spoken this year anyways have a great week and all the best in your exam
750;ham;By monday next week. Give me the full gist;monday next week give full gist;by monday next week give me the full gist
751;spam;Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?;realiz number year thousand old ladi run around tattoo;do you realize that in about number years we all have thousands of old ladies running around with tattoos
752;spam;You have an important customer service announcement from PREMIER.;import custom servic announc premier;you have an important customer service announcement from premier
753;ham;Dont gimme that lip caveboy;gimm lip pageboy;don't gimme that lip pageboy
754;ham;When did you get to the library;get librari;when did you get to the library
755;ham;Realy sorry-i don't recognise this number and am now confused :) who r u please?! ;realli sorri recogn number confus r pleas;really sorry i don t recognize this number and am now confused who r you please
756;ham;So why didnt you holla?;holli;so why didn't you holly
757;ham;Cant think of anyone with * spare room off * top of my head;cant think anyon spare room top head;cant think of anyone with spare room off top of my head
758;ham;Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!;faith make thing possibl hope make thing work love make thing beauti may three christma merri christma;faith makes things possible hope makes things work love makes things beautiful may you have all three this christmas merry christmas
759;ham;U should have made an appointment;u made appoint;u should have made an appointment
760;ham;Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts;call carlo phone vibrat act might hear text;call me when you carlos is are here my phone s vibrate is acting up and i might not hear texts
761;spam;Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.;romant pari number night number flight moneysymb number book number next year call number ts cs appli;romantic paris number nights number flights from moneysymb number book now number next year call number ts cs apply
762;ham;We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.;grandma oh dear still ill felt shit morn think hungov anoth night leav sat;we are at grandmas oh dear you still ill i felt shit this morning but i think i am just hungover another night then we leave on sat
763;spam;Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF;urgent ur moneysymb number guarante award still unclaim call phonenumb closingd number number number claimcod number number moneysymb number pmmorefrommobil number remov mobypobox number ls number;urgent ur moneysymb number guaranteed award is still unclaimed call phonenumber now closingdate number number number claimcode m number m number moneysymb number pmmorefrommobile number removed mobypobox number ls number of
764;ham;Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...;noth tot would ask co ba guy went mt fiber yest yest went alreadi man today go call;nothing but we just tot you would ask cos you ba guy but we went mt fiber yest yest just went out already man so today not going out just call for
765;ham;"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..";wish famili merri x ma happi new year advanc;wishing you and your family merry x mas and happy new year in advance
766;spam;UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub;ur award citi break could win moneysymb number summer shop spree everi text store number skilgm tic number wink age number moneysymb number perwksub;ur awarded a city break and could win a moneysymb number summer shopping spree every we text store to number skilgme tics number wink age number moneysymb number perwksub
